entity_id,entity_name,account_id,account_name,account_type,period,scenario,amount_gbp,currency,dataset
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-01,Actual,432398.3,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-01,Budget,412335.32,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-01,Forecast,416665.6,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-02,Actual,410891.52,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-02,Budget,436403.18,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-02,Forecast,428138.85,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-03,Actual,453765.76,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-03,Budget,420180.09,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-03,Forecast,434925.84,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-04,Actual,405204.12,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-04,Budget,427148.57,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-04,Forecast,416310.07,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-05,Actual,407890.8,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-05,Budget,429589.71,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-05,Forecast,422506.01,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-06,Actual,442364.11,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-06,Budget,433283.9,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-06,Forecast,440168.96,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-07,Actual,461699.0,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-07,Budget,429760.13,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-07,Forecast,453908.33,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-08,Actual,458039.35,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-08,Budget,443066.81,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-08,Forecast,441239.59,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-09,Actual,477329.02,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-09,Budget,446019.28,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-09,Forecast,450393.03,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-10,Actual,426700.61,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-10,Budget,465088.31,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-10,Forecast,448669.51,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-11,Actual,474423.44,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-11,Budget,464548.96,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-11,Forecast,470506.72,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-12,Actual,488180.74,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-12,Budget,456547.22,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2025-12,Forecast,473838.91,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-01,Actual,443568.99,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-01,Budget,429784.48,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-01,Forecast,446153.67,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-02,Actual,431866.48,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-02,Budget,435458.52,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-02,Forecast,421844.96,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-03,Actual,414137.88,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-03,Budget,426218.67,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-03,Forecast,409584.54,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-04,Actual,417400.57,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-04,Budget,423614.59,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-04,Forecast,414905.75,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-05,Actual,444750.7,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-05,Budget,434611.92,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-05,Forecast,436256.57,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-06,Actual,421923.34,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-06,Budget,434701.84,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_PROD,Product revenue,Revenue,2026-06,Forecast,439534.07,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-01,Actual,185530.49,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-01,Budget,184075.05,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-01,Forecast,181156.3,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-02,Actual,188938.17,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-02,Budget,179756.75,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-02,Forecast,183014.14,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-03,Actual,196959.78,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-03,Budget,187147.11,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-03,Forecast,192709.69,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-04,Actual,190520.33,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-04,Budget,191100.37,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-04,Forecast,193970.17,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-05,Actual,180062.11,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-05,Budget,181947.87,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-05,Forecast,179000.75,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-06,Actual,182345.15,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-06,Budget,185569.6,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-06,Forecast,188845.97,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-07,Actual,199631.42,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-07,Budget,188235.41,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-07,Forecast,195742.1,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-08,Actual,188291.3,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-08,Budget,197490.3,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-08,Forecast,192414.57,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-09,Actual,186107.71,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-09,Budget,189951.58,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-09,Forecast,188721.99,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-10,Actual,187329.38,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-10,Budget,195794.09,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-10,Forecast,196134.19,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-11,Actual,192302.34,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-11,Budget,192193.51,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-11,Forecast,197986.96,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-12,Actual,196603.27,GBP,SYNTHETIC_PUBLIC_SAFE
OPCO_A,North Ops,REV_SERV,Service revenue,Revenue,2025-12,Budget,191749.1,GBP,SYNTHETIC_PUBLIC_SAFE
